Date,City,Cause of Death
2006-11-23,"Manolo Fortich, Bukidnon, Phillipines",Homicide
2006-10-27,"San Ramon, Dinalupihan, Bataan, Phillipines",Homicide
2006-09-01,"Surigao City, Suriago Del Norte, Phillipines",Vehicle Accident - Motorcycle
2006-08-26,"Barangay-sapang Bato, Philippines",Homicide
2006-08-09,"Pukitan-paco, Philippines",Homicide
2006-07-29,"Baguio- Nemguet, Philippines",Suicide
2006-07-24,"Cebu City, Philippines",Homicide
2006-07-19,"Barangay-baybayaoas, Philippines",Homicide
2006-04-18,"Tanza, Cavite, Philippines",Homicide
2006-04-08,"Quezon City, Philippines",Homicide
2006-03-23,"Lipa City, Batangas, Philippines",Homicide
2006-03-02,"Quezon City, Philippines",Homicide
2006-02-19,"Pili, Camarine Sur, Philippines",Homicide
2006-02-09,"Along Brgy. Dolores Intersection, Magalang, Pampanga, Philippines",Vehicle Accident - Auto
2006-01-15,"San Carlos, Pangasinan, Philippines",Homicide
2005-12-26,"Olongapo, Zambales, The Philippines",Homicide
2005-12-22,"Manila, Philippines",Vehicle Accident - Auto
2005-12-12,"Pampanga, Philippines",Homicide
2005-11-22,"Dumaguete City, Negros Oriental, The Philippines",Homicide
2005-11-03,"Iba, Zambales, The Philippines",Suicide
2005-09-16,"Calbayog, Samar, Philippines",Homicide
2005-09-13,"Calapandayan, Subic, Zambales, Philippines",Homicide
2005-07-30,"Manila, Philippines",Homicide
2005-07-25,"Pampanga, Philippines",Suicide
2005-07-16,"Iloilo, Philippines",Homicide
2005-06-28,"Poblacion, Pulilan, Bulacan, Philippines",Homicide
2005-06-08,"Makati City, Philippines",Homicide
2005-04-23,"Angeles City, Pampanga, Philippines",Suicide
2005-03-28,"Paranague City, Philippines",Vehicle Accident - Auto
2004-12-03,"Dauin, Negros Oriental, Philippines",Homicide
2004-11-23,"Carmen, Davao Del Norte, Philippines",Homicide
2004-11-20,"San Fernando, La Union, Philippines",Vehicle Accident
2004-10-23,"San Ildefonso, Ilocos Sur, Philippines",Homicide
2004-10-01,"San Narciso, Zambales, Philippines",Vehicle Accident
2004-07-04,"North Luzon Expressway, Dampol 1st, Pulilan Bulacan, Phillipines",Vehicle Accident - Auto
2003-06-14,"Laoag City, Ilocos Norte, Philippines",Vehicle Accident - Motorcycle
2003-05-06,"Angeles City, Pampanga, Philippines",Suicide
2003-04-30,"San Leonardo, Nueva Ecija, Philippines",Homicide
2003-04-25,"Lupi, Camarines Sur, Philippines",Vehicle Accident - Auto
2003-04-25,"Lupi, Camarines Sur, Philippines",Vehicle Accident - Auto
2003-04-17,"Brgy. 8 Laoag City Ilocos Norte, Philippines",Other Accident
2003-04-02,"Silang, Cavite, Philippines",Air Accident
2003-03-04,"Davao City, Philippines",Terrorist Action
2003-01-21,"Sabang, Sibonga, Cebu, Philippines",Vehicle Accident - Pedestrian
2003-01-15,"Karuhatan, Valenzuela City, Philippines",Suicide
2002-12-10,"Calamba City, Laguna, Philippines",Homicide
2002-11-18,"Las Pinas City, Philippines",Homicide
2012-09-13,"Oleksin, Poland",Vehicle Accident - Pedestrian
2012-03-03,"Chalupki, Chalupki, Poland",Train Accident
2011-09-20,"Gdansk, Poland",Suicide
2011-07-29,"Jablonowo Pomorskie, Poland",Suicide
2011-01-01,"Sopot, Poland",Suicide
2010-11-18,"Szczawno Zdroj, Poland",Suicide
2010-07-19,"Krakow, Poland",Vehicle Accident - Auto
2010-04-27,"Poznan, Poland",Other Accident
2009-11-18,"Wroclaw, Poland",Suicide
2009-08-03,Skierniewice. Poland,Vehicle Accident - Auto
2009-07-23,"Sulkowice, Poland",Suicide
2009-06-20,"Jedrzychowice, Poland",Vehicle Accident - Auto
2009-02-14,"Lodz, Poland",Suicide
2009-01-25,"Mragowo, Poland",Other Accident
2008-11-17,"Sluzejow, Poland",Suicide
2008-09-03,"Dobrzewino, Poland",Suicide
2008-08-18,"Murczyn, Poland",Vehicle Accident - Auto
2008-08-18,"Murczyin, Poland",Vehicle Accident - Auto
2008-08-18,"Murczyn, Poland",Vehicle Accident - Auto
2008-08-18,"Murczyin, Poland",Vehicle Accident - Auto
2008-02-08,"Bagienice, Poland",Suicide
2008-01-08,"Nieborow, Poland",Suicide
2007-09-22,"Ostrowiec Swietokryski, Poland",Vehicle Accident - Auto
2007-03-11,"Puszcza Kampinoska, Mariew, Poland",Suicide
2006-09-07,"Warsaw, Poland",Homicide
2006-08-26,"Jeleniowo, Drwierzuty, Poland",Drowning
2006-07-10,"Dolnoslaskie, Poland",Suicide
2005-10-18,"The Goclaw Channel, Warsaw, Poland",Drowning
2005-08-19,"The Intersection Of The Streets Warsaw-rembertow, Warsaw, Poland",Vehicle Accident - Auto
2005-08-04,"Poznan, Poland",Suicide
2005-07-04," gliwice, Poland",Other Accident
2005-07-03,"Krakow, Poland",Other Accident
2004-11-22,"Wroclaw, Poland",Suicide
2004-11-08,"Swieta Kataryzna, Poland",Suicide
2004-09-04,"Chrosnica, Poland",Drowning
2004-07-24,"Krzywa, Poland",Vehicle Accident
2004-02-29,"Katowic-ochojec, Poland",Homicide
2004-02-25,"Wroclaw, Poland",Suicide
2003-07-16,"Gdynia, Poland",Vehicle Accident - Auto
2003-05-28,"Sandomierz, Poland",Other Accident
2012-09-24,"Pousos, Portugal",Other Accident
2012-09-20,"Faro, Portugal",Other Accident
2012-09-15,"Celorico Da Beira, Portugal",Vehicle Accident - Auto
2011-09-18,"Amada, Portugal",Other Accident
2011-07-19,"Concelho De Faro, Faro-Se, Portugal",Vehicle Accident - Auto
2010-10-26,"Lisboa, Portugal",Other Accident
2010-10-23,"Lisbon, Portugal",Suicide
2010-07-29,"Torres Vedras, Portugal",Vehicle Accident - Motorcycle
2010-04-16,"Sao Paio, Portugal",Disaster
2009-12-04,"Bombarral,Bombarral, Portugal",Homicide
2009-11-19,"Lisbon, Portugal",Drug-Related
2008-12-19,"Oliveira De Frades,oliveira De Frades, Portugal",Vehicle Accident - Auto
2008-12-19,"Oliveira De Frades,oliveira De Frades, Portugal",Vehicle Accident - Auto
2006-09-29,"Azores, Portugal",Other Accident
2005-05-13,"S Joao Do Estoril, Portugal",Train Accident
2004-10-23,"Porto, Portugal",Suicide
2004-10-23,"Porto, Portugal",Suicide
2003-11-04,"Parrish Of Pena, Lisboa, Portugal",Homicide
2003-11-04,"Sao Miguel, Azores, Portugal",Suicide
2012-11-15,"Doha, Qatar",Homicide
2012-10-07,"Doha, Qatar",Suicide
2012-09-11,"Al Wakra, Qatar",Homicide
2012-09-11,"Al Wakra, Qatar",Homicide
2012-09-11,"Al Wakra, Qatar",Homicide
2012-09-11,"Al Wakra, Qatar",Homicide
2012-06-28,"Doha, Qatar",Drowning
2012-05-28,"Doha, Qatar",Other Accident
2011-05-05,"Doha, Qatar",Other Accident
2011-02-02,"Doha, Qatar",Suicide
2010-06-26,"Doha, Qatar",Maritime Accident
2008-04-13,"Al Khor, Qatar",Suicide
2007-12-29,"Doha, Qatar",Vehicle Accident - Auto
2007-02-09,"Doha, Qatar",Other Accident
2004-09-06,"Doha, Qatar",Vehicle Accident - Other
2004-02-10,"Doha, Qatar",Vehicle Accident - Auto
2012-04-06,"Sibiu, Romania",Vehicle Accident - Auto
2011-10-09,"Bucharest, Romania",Homicide
2011-05-22,"Hunedoara County, Romania",Other Accident
2010-09-30,"Prahova, Romania",Suicide
2010-01-30,"Timisoara,Timis",Other Accident
2010-01-30,"Timisoara,Timis",Other Accident
2007-06-23,"Busteni, Romania",Other Accident
2005-11-19,"Danube River, Near Tulcea, Romania",Maritime Accident
2005-08-22,"Mihai Viteazu, Constanta, Romania",Vehicle Accident - Auto
2005-07-13,"Bucharest, Romania",Suicide
2005-02-11,"Bucharest, Romania",Vehicle Accident - Auto
2004-12-08,"Bacau, Romania",Suicide
2003-01-27,"Vilcea County, Romania",Other Accident
2003-01-17,"Bucharest, Romania",Other Accident
2002-11-02,"Bucharest, Romania",Homicide
2002-10-08,"Pietroasele, Romania",Vehicle Accident - Auto
2012-03-06,"Yekaterinburg, Sverdlovskaya Oblast, Russia",Homicide
2012-02-09,"St. Petersburg, Russia",Suicide
2011-09-07,"Yeroslavl Region, Russia",Air Accident
2011-06-20,"Petrozavodsk,Republic Of Karelia, Russia",Air Accident
2011-06-20,"Petrozavodsk,Republic Of Karelia, Russia",Air Accident
2011-05-25,"Moscow, Russia",Suicide
2010-08-17,"Chekhovsky Distirct,Moscow, Russia",Other Accident
2010-08-10,"Kolomna, Russia",Suicide
2010-06-16,"St. Petersburg, Russia",Vehicle Accident - Train
2010-04-10,Russia,Air Accident
2009-11-26,"Moscow, Russia",Other Accident
2009-11-12,"St. Petersburg, Russia",Suicide
2009-07-17,"Sosnovskiy District,Chelyabinskaya Oblast, Russia",Drowning
2008-07-19,"St Petersburg, Russia",Suicide
2008-01-27,"Bolshaya Halan Village, Russia",Suicide
2007-07-12,"Vyborg District, Leningrad Region, Russia",Drowning - River
2007-07-08,"Anapa, Russia",Drowning
2007-07-07,"Irkutsk, Russia",Vehicle Accident - Auto
2007-06-15," kratovo, Russia",Vehicle Accident - Train
2007-03-08,"Moscow City Highway, 27 Km, Vidnoe, Leninskiy District, Moscow Region, Russia",Vehicle Accident - Auto
2006-08-07,"Moscow, Russia",Vehicle Accident - Auto
2006-06-02,"Tyumen, Russia",Other Accident
2005-12-07,"Moscow, Russia",Homicide
2005-06-27,"Moscow, Russia",Other Accident
2004-07-09,"Moscow, Russia",Homicide
2004-06-01,"46th Km Of The Railway Leading To Vyritsa, Lenigrad Region, Russia",Train Accident
2004-05-06,"Moscow, Russia",Other Accident
2003-12-06,"Krasnoyarsk, Russia",Vehicle Accident - Auto
2003-11-17,"Moscow, Russia",Homicide
2003-05-08,"Moscow, Russia",Suicide
2003-03-25,"Moscow, Russia",Homicide
2003-02-05,"Rostov-na-don, Russia",Other Accident
2002-10-26,"Moscow, Russia",Terrorist Action
2010-08-03,"Kigali, Rwanda",Vehicle Accident - Auto
2012-12-26,"Riyadh, Saudi Arabia",Vehicle Accident - Auto
2012-12-24,"Dhahran, Saudia Arabia",Vehicle Accident - Auto
2012-11-25,"Khamis Mushayt, Saudi Arabia",Other Accident
2012-05-04,"Thuwal, Saudi Arabia",Drowning
2011-10-25,"Riyadh, Saudi Arabia",Suicide
2011-07-22,"Al Khobar, Saudi Arabia",Drowning
2011-07-09,"Al-Hofuf, Al Hassa, Saudi Arabia",Vehicle Accident - Auto
2011-06-11,"Madinah, Saudi Arabia",Suicide
2011-04-18,"Riyadh, Saudi Arabia",Vehicle Accident - Pedestrian
2011-01-10,"Riyadh, Saudi Arabia",Homicide
2010-08-28,"Rabigh, Rabigh, Saudi Arabia",Vehicle Accident - Auto
2010-08-13,"Uray'Irah, Uray'Irah, Saudi Arabia",Vehicle Accident - Auto
2010-08-13,"Uray'Irah, Uray'Irah, Saudi Arabia",Vehicle Accident - Auto
2010-08-13,"Uray'Irah, Uray'Irah, Saudi Arabia",Vehicle Accident - Auto
2010-06-22,"Makkah, Suadi Arabia",Other Accident
2010-06-18,"Dammam, Suadi Arabia",Vehicle Accident - Pedestrian
2010-03-26,"Khamis Mushayt, Suadi Arabia",Drowning
2009-11-25,"Jubail, Saudi Arabia",Vehicle Accident - Pedestrian
2009-11-25,"Jeddah, Saudi Arabia",Drowning
2009-09-10,"Rabigh, Saudi Arabia",Vehicle Accident - Auto
2009-09-10,"Rabigh, Saudi Arabia",Vehicle Accident - Auto
2009-05-29,"Jeddah, Saudi Arabia",Vehicle Accident - Auto
2008-12-05,"Tabuk, Saudi Arabia",Suicide
2008-01-27,"Makkah Road, Makkah, Saudi Ararbia",Vehicle Accident - Auto
2008-01-23,Saudi Arabia,Vehicle Accident - Auto
2007-12-16,"Dharhan, Eastern Province, Saudi Arabia",Drowning
2007-11-03,"Harad Dammam Road, Udhailiyah, Eastern Province",Vehicle Accident - Auto
2007-08-14,"Dhahran, Eastern Province Saudi Arabia",Suicide
2007-07-07,"Makkah, Saudi Arabia.",Homicide
2007-06-16,"Dhahran, Eastern Province, Saudi Arabia",Vehicle Accident - Auto
2007-02-24," al-khobar, Eastern Province",Homicide
2007-01-26,"Haradh/al-ahsa Road 5 Km, Udhailiyah, Eastern Province, Saudi Arabia",Vehicle Accident - Auto
2006-01-12,"Makkah, Saudi Arabia.",Other Accident
2004-06-12,"Riyadh, Saudi Arabia",Terrorist Action
2004-06-08,"Riyadh, Saudi Arabia",Terrorist Action
2004-05-29,"Alkhobar, Saudi Arabia",Terrorist Action
2004-05-01,"Yanbu, Saudi Arabia",Terrorist Action
2004-05-01,"Yanbu, Saudi Arabia",Terrorist Action
2003-12-25,"Yanbu, Saudi Arabia",Vehicle Accident - Auto
2003-05-27,"Riyadh, Saudi Arabia",Terrorist Action
2003-05-17,"Riyadh, Saudi Arabia",Vehicle Accident - Auto
2003-05-12,"Riyadh, Saudi Arabia",Terrorist Action
2003-05-12,"Riyadh, Saudi Arabia",Terrorist Action
2003-05-12,"Riyadh, Saudi Arabia",Terrorist Action
2003-05-12,"Riyadh, Saudi Arabia",Terrorist Action
2003-05-12,"Riyadh, Saudi Arabia",Terrorist Action
2003-05-12,"Riyadh, Saudi Arabia",Terrorist Action
2003-05-12,"Riyadh, Saudi Arabia",Terrorist Action
2003-05-12,"Riyadh, Saudi Arabia",Terrorist Action
2003-02-24,"Riyadh, Saudi Arabia",Vehicle Accident - Auto
2002-12-03,"Taif, Saudi Arabia",Vehicle Accident - Auto
2002-10-03,"Hofouf, Eastern Province,saudi Arabia",Vehicle Accident - Auto
2012-11-09,"Kaolack, Senegal",Vehicle Accident - Bus
2012-11-05,"Kaffrine, Senegal",Vehicle Accident - Bus
2011-03-28,"Heinrich Libke, Diourbel, Senegal",Vehicle Accident - Auto
2005-12-20,"Dakar, Senegal",Other Accident
2003-09-20,"Dakar, Senegal",Other Accident
2012-12-27,"Belgrade, Serbia",Other Accident
2008-07-27,"Belgrade, Serbia",Other Accident
2005-11-10,"Road M-22, Village Of Gukos, Serbia And Montenegro",Vehicle Accident - Auto
2004-06-04,"Beau Vallon, Seychelles",Other Accident
2008-12-06,"Freetown, Bo City, Sierra Leone",Vehicle Accident - Auto
2003-11-25,"Bo-kenema Highway, Outside Of Kenema, Sierra Leone",Vehicle Accident - Auto
2012-11-21,"South China Sea, Singapore",Drowning
2012-08-16,"Singapore, Singapore",Other Accident
2012-06-14,"Singapore, Singapore",Suicide
2012-01-01,"Singapore, Singapore",Suicide
2011-07-27,"Singapore, Singapore",Suicide
2011-05-08,"Singapore, Singapore",Drowning
2010-11-24,"Singapore, Singapore",Vehicle Accident - Bus
2010-10-22,"Singapore, Singapore",Vehicle Accident - Motorcycle
2010-09-06,"Singapore, Singapore",Other Accident
2010-01-02,Singapore,Suicide
2008-08-03,"Siingapore, Singapore",Suicide
2007-08-01,Singapore,Drug-Related
2006-09-21,Singapore,Other Accident - Fall
2006-09-21,Singapore,Other Accident - Fall
2006-07-19,"Gallop Gables, Singapore",Suicide
2006-07-19,"Gallop Gables, Singapore",Suicide
2003-04-01,Singapore,Suicide
2003-03-11,Singapore,Suicide
2011-11-04,"Bratislava, Slovakia",Suicide
2010-03-27,"Vinosady,Pezinok, Slovakia",Homicide
2009-06-12,"Krupina, Slovakia",Vehicle Accident - Other
2006-02-16,"Kralovsky Chlmec, Slovakia",Suicide
2012-08-02,"Koper, Slovenia",Suicide
2003-07-31,"Liplje, Slovenia",Vehicle Accident - Motorcycle
2012-10-19,"Rustenburg, North West, South Africa",Vehicle Accident - Auto
2012-10-19,"Rustenburg, North West, South Africa",Vehicle Accident - Auto
2012-03-01,"Johannesburg, South Africa",Vehicle Accident - Auto
2011-08-15,"Dulstroom, Mpumalanga, South Africa",Vehicle Accident - Auto
2010-08-03,"Pietermaritzburg, KZN, South Africa",Other Accident
2010-06-16,"Cape Town ,Western Cape, South Africa",Vehicle Accident - Pedestrian
2010-06-12,"Cape Town, South Africa",Vehicle Accident - Auto
2010-05-31,"Diepkloof,Gauteng",Other Accident
2010-04-24,South Africa,Vehicle Accident - Auto
2010-04-11,"Green Point, south Africa",Suicide
2009-12-17,"Durban, South Africa",Homicide
2009-07-06,"Witpoort,Limpopo, South Africa",Vehicle Accident - Auto
2009-07-06,"Groblersburg,Limpopo Province, South Africa",Vehicle Accident - Auto
2009-04-05,"Port Elizabeth, Eastern Cape, South Africa",Vehicle Accident - Auto
2009-01-25,"Grahamstown, South Africa",Vehicle Accident - Auto
2008-10-24,"Pretoria, Gauteng, South Africa",Vehicle Accident - Pedestrian
2008-09-01,"Harkerville, Western Province, South Africa",Drowning
2008-07-10,"Witbank, Mpumalanga, South Africa",Other Accident
2008-07-10,"Witbank, Mpumalanga, South Africa",Other Accident
2008-07-10,"Witbank, Mpumalanga, South Africa",Other Accident
2008-04-13,"Hermanus, Western Cape, South Africa",Maritime Accident
2008-04-13,"Hermanus, Western Cape, South Africa",Maritime Accident
2007-10-19,"Pretoria, Gauteng, South Africa",Suicide
2007-08-10,"Lephalale, Limpopo, South Africa",Vehicle Accident - Auto
2007-08-06,"Cape Town, Western Cape, South Africa",Other Accident
2007-06-23,"Western Province, South Africa",Vehicle Accident - Auto
2007-03-14,"Hermanus, Western Province, South Africa",Homicide
2007-01-27,"Pretoria, Gauteng, South Africa",Homicide
2006-10-26,"Pretoria, South Africa",Vehicle Accident - Auto
2006-10-10,"Ukhahlamba-drakensberg Park, South Africa",Other Accident - Hiking
2006-10-09,"Berville, Kwa Zulu, Natal, South Africa",Other Accident
2006-09-24,"Donkerhoek, Gauteng,south Africa",Homicide
2006-04-23,"Watervol Boven, Mpumalanga, South Africa",Vehicle Accident - Auto
2006-04-16,"Johannesburg, Gauteng, South Africa",Vehicle Accident - Auto
2006-01-18,"Durban, South Africa",Other Accident
2005-12-19,"Melville, Johannesburg, Gauteng, South Africa",Vehicle Accident - Pedestrian
2005-11-10,"Welgevonden Game Reserve, South Africa",Other Accident
2005-10-03,"George, South Africa",Air Accident
2005-09-24,"Pretoria, Gauteng, South Africa",Homicide
2005-08-29,"Poplars Farm, Arum Road, Gonubie, East London, South Africa",Other Accident
2005-06-07,"Cape Town, South Africa",Homicide
2005-05-29,"Porterville, South Africa",Other Accident
2005-03-10,"Durban, South Africa",Homicide
2004-12-20,"Centurion, Pretoria, South Africa",Vehicle Accident - Auto
2004-09-12,"Pretoria, Gauteng, South Africa",Other Accident
2004-09-12,"Pretoria, Gauteng, South Africa",Other Accident
2004-03-23,"Kokstad - Rural Road, South Africa",Vehicle Accident - Auto
2003-12-24,"Fish Hoek, Cape Town, South Africa",Drowning
2003-11-26,"Johannesburg, South Africa",Vehicle Accident - Auto
2003-09-09,"Cape Town, South Africa",Homicide
2003-08-08,"Lynnwood Road, Pretoria, South Africa",Vehicle Accident - Auto
2002-12-06,"Cape Town, South Africa",Vehicle Accident - Auto
2002-11-18,"Umtata, Transkei, South Africa",Drowning
2012-12-17,"Sierra Nevada, Granada, Spain",Suicide
2012-08-28,"Huelva, Spain",Vehicle Accident - Auto
2012-07-23,"Malaga, Spain",Suicide
2012-07-17,"Barcelona, Spain",Drug-Related
2012-06-27,"Sant Antoni de Portmany, Balearic Islands, Spain",Drowning
2012-06-20,"Organya, Lleida, Spain",Air Accident
2012-06-17,"Barcelona, Spain",Homicide
2012-03-17,"Marbella, Malaga, Spain",Suicide
2012-03-17,"Mataro, Spain",Suicide
2012-01-26,"Barcelona, Spain",Suicide
2011-09-20,"Madrid, Spain",Drug-Related
2011-08-07,"Balearic Islands, Spain",Drowning
2011-07-12,"Balearic Islands, Spain",Vehicle Accident - Motorcycle
2011-07-05,"Barcelona, Spain",Other Accident
2011-07-03,"Barcelona, Spain",Vehicle Accident - Other
2011-06-03,"Barcelona, Spain",Suicide
2011-05-10,"Calvia, Balearic Islands, Spain",Vehicle Accident - Auto
2010-11-27,"Barcelona, Spain",Other Accident
2010-08-30,"Sevilla, Sevilla, Spain",Homicide
2010-05-28,"Tarancon, Cuenca, Spain",Vehicle Accident - Auto
2010-01-23,"Barcelona, Spain",Suicide
2009-12-17,"Madrid,Madrid, Spain",Suicide
2009-10-29,"Alicante,Alicante, Spain",Suicide
2009-10-18,"Alcomendas, Madrid, Spain",Maritime Accident
2009-10-06,"Salamanca,Salamanca, Spain",Other Accident
2009-04-29,"Alagon, Zaragoza, Spain",Drowning
2009-04-18,"Barcelona, Spain",Drug-Related
2008-11-05,"Madrid, Spain",Suicide
2008-10-30,"Barcelona, Spain",Suicide
2008-07-16,"Barcelona, Spain",Other Accident
2008-04-09,"Torrejon, Madrid, Spain",Suicide
2008-01-17,"A Coruna, Spain",Maritime Accident
2008-01-13,"Girona, Girona, Spain",Homicide
2007-09-29,"Soller, Soller, Balearics, Spain",Vehicle Accident - Motorcycle
2007-09-22,"Barcelona, Spain",Drug-Related
2007-09-15,"Ronda Guinardo And Padilla Street, Barcelona, Spain",Vehicle Accident - Motorcycle
2007-07-17,"Santa Eulalia Del Riom, Ibiza, Balearics, Spain",Suicide
2007-05-25,"Marbella, Malaga, Spain",Vehicle Accident - Auto
2007-04-28,"Cartagena, Murcia, Spain",Drug-Related
2007-04-28,"Cartagena, Murcia, Spain",Drug-Related
2007-03-26,"Carretera Ma-1043, Punto Km. 5.950, Calvia, Mallorca, Balearics, Spain ",Other Accident
2007-03-16,"Albalat Dels Tarongers, Valencia, Spain",Homicide
2007-03-09,"Arahal, Sevilla, Spain",Vehicle Accident - Auto
2007-03-09,"Arahal, Sevilla, Spain",Vehicle Accident - Auto
2007-02-15,"Las Cabezas De San Juan, Lebrija, Sevilla, Spain",Vehicle Accident - Auto
2006-09-15,"Barcelona, Spain",Other Accident
2006-09-07,"Sant Josep, (ibiza), Balearic Islands Spain",Drug-Related
2006-08-03,"Marabella, Malaga Spain",Drowning
2006-07-24,"Palma De Mall Orca, Balearics Spain",Suicide
2006-07-15,"Granada, Spain",Suicide
2006-03-26,"Viladomat, 59, 3-3, Barcelona, Spain",Suicide
2006-03-12,"L'aldea (tarragona), Spain",Vehicle Accident - Auto
2006-03-02,"Chipiona, Cadiz, Spain",Suicide
2006-02-02,"Valverde, El Hierro, Spain",Vehicle Accident - Auto
2006-01-17,"Bar Ultramarinos, Sant Pau, 126, Barcelona, Spain",Drug-Related
2006-01-14,"Madrid, Spain",Other Accident
2006-01-02,"Algodonales, Cadiz, Spain",Vehicle Accident - Auto
2005-12-06,"Cervera, Lleida, Spain",Vehicle Accident - Auto
2005-08-17,"Barcelona, Spain",Other Accident
2005-07-29,"Finisterre, Spain",Drowning
2005-07-10,"Pamplona, Spain",Other Accident
2005-07-05,"Valencia, Spain",Other Accident
2005-05-06,"San Pedro De Alcantara, Malaga, Spain",Vehicle Accident - Auto
